exemplar_id,ticker,timing_mode,session,h1_outcome,bucket,fired_faithful_expected,fired_isolated_expected,fired_classes_faithful,fired_classes_isolated
twosmw-pcyc-2010,PCYC,window_sweep,2009-12-23,skip_gate_rejection,skip,None,None,,
twosmw-pcyc-2010,PCYC,window_sweep,2009-12-24,skip_gate_rejection,skip,None,None,,
twosmw-pcyc-2010,PCYC,window_sweep,2009-12-28,skip_gate_rejection,skip,None,None,,
twosmw-pcyc-2010,PCYC,window_sweep,2009-12-29,skip_gate_rejection,skip,None,None,high_tight_flag,high_tight_flag
twosmw-pcyc-2010,PCYC,window_sweep,2009-12-30,skip_gate_rejection,skip,None,None,high_tight_flag,high_tight_flag
twosmw-pcyc-2010,PCYC,window_sweep,2009-12-31,skip_gate_rejection,skip,None,None,high_tight_flag,high_tight_flag
twosmw-pcyc-2010,PCYC,window_sweep,2010-01-04,skip_gate_rejection,skip,None,None,high_tight_flag,high_tight_flag
twosmw-pcyc-2010,PCYC,window_sweep,2010-01-05,surfaced_watch,watch,None,None,high_tight_flag,high_tight_flag
twosmw-pcyc-2010,PCYC,window_sweep,2010-01-06,skip_gate_rejection,skip,None,None,high_tight_flag,high_tight_flag
twosmw-pcyc-2010,PCYC,window_sweep,2010-01-07,skip_gate_rejection,skip,None,None,,
twosmw-pcyc-2010,PCYC,window_sweep,2010-01-08,skip_gate_rejection,skip,None,None,,
twosmw-pcyc-2010,PCYC,window_sweep,2010-01-11,skip_gate_rejection,skip,None,None,,
twosmw-pcyc-2010,PCYC,window_sweep,2010-01-12,surfaced_watch,watch,None,None,,
twosmw-pcyc-2010,PCYC,window_sweep,2010-01-13,skip_gate_rejection,skip,None,None,,
twosmw-pcyc-2010,PCYC,window_sweep,2010-01-14,skip_gate_rejection,skip,None,None,,
twosmw-pcyc-2010,PCYC,window_sweep,2010-01-15,skip_gate_rejection,skip,None,None,,
twosmw-pcyc-2010,PCYC,window_sweep,2010-01-19,skip_gate_rejection,skip,None,None,,
twosmw-pcyc-2010,PCYC,window_sweep,2010-01-20,skip_gate_rejection,skip,None,None,,
twosmw-pcyc-2010,PCYC,window_sweep,2010-01-21,skip_gate_rejection,skip,None,None,,
twosmw-pcyc-2010,PCYC,window_sweep,2010-01-22,skip_gate_rejection,skip,None,None,,
twosmw-pcyc-2010,PCYC,window_sweep,2010-01-25,skip_gate_rejection,skip,None,None,vcp,vcp
twosmw-pcyc-2010,PCYC,window_sweep,2010-01-26,skip_gate_rejection,skip,None,None,vcp,vcp
twosmw-pcyc-2010,PCYC,window_sweep,2010-01-27,skip_gate_rejection,skip,None,None,high_tight_flag,high_tight_flag
twosmw-pcyc-2010,PCYC,window_sweep,2010-01-28,skip_gate_rejection,skip,None,None,high_tight_flag,high_tight_flag
twosmw-pcyc-2010,PCYC,window_sweep,2010-01-29,skip_gate_rejection,skip,None,None,high_tight_flag,high_tight_flag
twosmw-pcyc-2010,PCYC,window_sweep,2010-02-01,skip_gate_rejection,skip,None,None,high_tight_flag,high_tight_flag
twosmw-pcyc-2010,PCYC,window_sweep,2010-02-02,skip_gate_rejection,skip,None,None,high_tight_flag,high_tight_flag
twosmw-pcyc-2010,PCYC,window_sweep,2010-02-03,skip_gate_rejection,skip,None,None,high_tight_flag,high_tight_flag
twosmw-pcyc-2010,PCYC,window_sweep,2010-02-04,skip_gate_rejection,skip,None,None,,
twosmw-pcyc-2010,PCYC,window_sweep,2010-02-05,skip_gate_rejection,skip,None,None,,
