ticker,asof_date,cohort_label
GLNG,2026-05-18,r2d_vcp_adr_min_pct_sp2_0
STNG,2026-04-24,r2d_vcp_adr_min_pct_sp2_0
AMX,2026-04-17,r2d_vcp_adr_min_pct_sp2_0
XENE,2026-04-17,r2d_vcp_adr_min_pct_sp2_0
