ticker,asof_date,cohort_label
NAT,2026-05-12,r2a_vcp_tightness_days_required_sp1
RLMD,2026-05-08,r2a_vcp_tightness_days_required_sp1
SEI,2026-05-08,r2a_vcp_tightness_days_required_sp1
KOD,2026-04-30,r2a_vcp_tightness_days_required_sp1
TROX,2026-04-29,r2a_vcp_tightness_days_required_sp1
FRO,2026-04-28,r2a_vcp_tightness_days_required_sp1
OII,2026-04-21,r2a_vcp_tightness_days_required_sp1
