ticker,hypothesis,action,qty,price,price_favorable,session
RSI,Broad-watch baseline,exit,50.0000,31.8200,31.8200,2026-07-17
SVIX,Broad-watch baseline,partial,50.0000,25.0900,25.0900,2026-07-15
SVIX,Broad-watch baseline,exit,50.0000,22.9900,23.8600,2026-07-17
UBS,Broad-watch baseline,exit,100.0000,51.8700,51.8700,2026-07-13
YETI,Broad-watch baseline,exit,100.0000,50.1700,50.1700,2026-07-21
ARWR,Broad-watch baseline,exit,100.0000,84.3600,84.3600,2026-07-28
CNC,Broad-watch baseline,exit,100.0000,66.9613,68.0950,2026-07-15
DHC,Broad-watch baseline,exit,100.0000,9.1950,9.1950,2026-07-23
FTRE,Broad-watch baseline,partial,50.0000,19.2000,19.2000,2026-07-27
FTRE,Broad-watch baseline,exit,50.0000,18.3400,18.3400,2026-07-31
RAMP,Broad-watch baseline,exit,100.0000,37.7550,37.7550,2026-07-15
RLJ,Broad-watch baseline,exit,100.0000,12.0300,12.0300,2026-07-23
UBS,Broad-watch baseline,exit,100.0000,51.8700,51.8700,2026-07-13
YETI,Broad-watch baseline,exit,100.0000,50.1700,50.1700,2026-07-21
BRKR,Broad-watch baseline,exit,100.0000,60.7500,60.7500,2026-07-24
CNC,Broad-watch baseline,exit,100.0000,66.9613,68.0950,2026-07-15
FLYW,Broad-watch baseline,exit,100.0000,18.2800,18.4450,2026-07-17
FTRE,Broad-watch baseline,partial,50.0000,19.2000,19.2000,2026-07-27
FTRE,Broad-watch baseline,exit,50.0000,18.3400,18.3400,2026-07-31
LQDA,Broad-watch baseline,partial,50.0000,84.4200,84.4200,2026-07-27
LQDA,Broad-watch baseline,exit,50.0000,82.9600,82.9600,2026-07-31
RAMP,Broad-watch baseline,exit,100.0000,37.7900,37.8200,2026-07-14
WERN,Broad-watch baseline,partial,50.0000,46.3100,46.3100,2026-07-20
WERN,Broad-watch baseline,exit,50.0000,45.2000,45.2000,2026-07-23
BRKR,Broad-watch baseline,exit,100.0000,60.7500,60.7500,2026-07-24
CNC,Broad-watch baseline,exit,100.0000,66.9613,68.0950,2026-07-15
DK,Broad-watch baseline,exit,100.0000,58.5800,58.5800,2026-07-15
FLYW,Broad-watch baseline,exit,100.0000,18.2800,18.4450,2026-07-17
FTRE,Near-A+ defensible: extension test,partial,50.0000,19.2000,19.2000,2026-07-27
FTRE,Near-A+ defensible: extension test,exit,50.0000,18.3400,18.3400,2026-07-31
RAMP,Broad-watch baseline,exit,100.0000,37.7750,37.7750,2026-07-15
RSI,Broad-watch baseline,exit,100.0000,33.3100,33.3100,2026-07-15
SVIX,Broad-watch baseline,exit,100.0000,24.4250,24.4250,2026-07-16
SYRE,Broad-watch baseline,exit,100.0000,94.9550,94.9550,2026-07-16
WERN,Broad-watch baseline,partial,50.0000,46.3100,46.3100,2026-07-20
WERN,Broad-watch baseline,exit,50.0000,45.2000,45.2000,2026-07-23
BRKR,Broad-watch baseline,exit,100.0000,60.7500,60.7500,2026-07-24
CXW,Broad-watch baseline,exit,100.0000,31.6200,31.6200,2026-07-22
FLYW,Broad-watch baseline,exit,100.0000,18.2800,18.4450,2026-07-17
FTRE,Near-A+ defensible: extension test,partial,50.0000,19.2000,19.2000,2026-07-27
FTRE,Near-A+ defensible: extension test,exit,50.0000,18.3400,18.3400,2026-07-31
IMVT,Broad-watch baseline,exit,100.0000,39.7600,39.7700,2026-07-21
RELY,Broad-watch baseline,exit,100.0000,23.5300,23.5300,2026-07-22
SVIX,Broad-watch baseline,exit,100.0000,24.4250,24.4250,2026-07-16
WERN,Broad-watch baseline,partial,50.0000,46.3100,46.3100,2026-07-20
WERN,Broad-watch baseline,exit,50.0000,45.2000,45.2000,2026-07-23
BRKR,Broad-watch baseline,exit,100.0000,60.7500,60.7500,2026-07-24
CXW,Broad-watch baseline,exit,100.0000,31.6200,31.6200,2026-07-22
FTRE,Broad-watch baseline,partial,50.0000,19.2000,19.2000,2026-07-27
FTRE,Broad-watch baseline,exit,50.0000,18.3400,18.3400,2026-07-31
IMVT,Broad-watch baseline,exit,100.0000,39.7600,39.7700,2026-07-21
PBI,Broad-watch baseline,exit,100.0000,18.2500,18.2500,2026-07-21
RELY,Broad-watch baseline,exit,100.0000,24.8020,24.8800,2026-07-17
RXO,Broad-watch baseline,partial,50.0000,29.3000,29.3000,2026-07-21
RXO,Broad-watch baseline,exit,50.0000,26.4350,27.3300,2026-07-24
WERN,Broad-watch baseline,partial,50.0000,47.2900,47.2900,2026-07-21
WERN,Broad-watch baseline,exit,50.0000,45.2499,45.2499,2026-07-23
ACRS,Broad-watch baseline,exit,100.0000,5.5300,5.5300,2026-07-21
BRKR,Broad-watch baseline,exit,100.0000,60.7500,60.7500,2026-07-24
CXW,Broad-watch baseline,exit,100.0000,31.6200,31.6200,2026-07-22
DK,Broad-watch baseline,partial,50.0000,66.1700,66.1700,2026-07-22
DK,Broad-watch baseline,exit,50.0000,63.2200,63.2200,2026-07-24
FTRE,Broad-watch baseline,partial,50.0000,19.2000,19.2000,2026-07-27
FTRE,Broad-watch baseline,exit,50.0000,18.3400,18.3400,2026-07-31
IMVT,Broad-watch baseline,exit,100.0000,39.7600,39.7700,2026-07-21
PBF,Broad-watch baseline,partial,50.0000,64.3300,64.3300,2026-07-22
PBF,Broad-watch baseline,exit,50.0000,62.0000,62.0000,2026-07-23
RSI,Broad-watch baseline,exit,100.0000,33.0100,33.0100,2026-07-22
WTTR,Broad-watch baseline,exit,100.0000,20.2950,20.2950,2026-07-21
BRKR,Broad-watch baseline,exit,100.0000,60.7500,60.7500,2026-07-24
CXW,Broad-watch baseline,exit,100.0000,31.6200,31.6200,2026-07-22
FTRE,A+ baseline,partial,50.0000,19.2000,19.2000,2026-07-27
FTRE,A+ baseline,exit,50.0000,18.3400,18.3400,2026-07-31
IMVT,Broad-watch baseline,exit,100.0000,39.7600,39.7700,2026-07-21
PBF,Broad-watch baseline,exit,100.0000,63.5980,63.5980,2026-07-23
PBI,Broad-watch baseline,exit,100.0000,18.3400,18.3400,2026-07-21
RSI,Broad-watch baseline,exit,100.0000,33.0100,33.0100,2026-07-22
RXO,Broad-watch baseline,exit,100.0000,28.3801,28.3801,2026-07-23
AMRX,Broad-watch baseline,exit,100.0000,18.2200,18.5900,2026-07-30
CXW,Broad-watch baseline,exit,100.0000,31.6200,31.6200,2026-07-22
FTRE,Broad-watch baseline,partial,50.0000,19.2000,19.2000,2026-07-27
FTRE,Broad-watch baseline,exit,50.0000,18.3400,18.3400,2026-07-31
LQDA,Broad-watch baseline,partial,50.0000,84.4200,84.4200,2026-07-27
LQDA,Broad-watch baseline,exit,50.0000,82.9600,82.9600,2026-07-31
PBI,Broad-watch baseline,exit,100.0000,18.1750,18.1750,2026-07-22
RXO,Broad-watch baseline,exit,100.0000,28.7200,28.7200,2026-07-22
SNDR,Broad-watch baseline,exit,100.0000,37.3750,37.3750,2026-07-24
FTRE,Broad-watch baseline,partial,50.0000,19.2000,19.2000,2026-07-27
FTRE,Broad-watch baseline,exit,50.0000,18.3400,18.3400,2026-07-31
PBI,Broad-watch baseline,exit,100.0000,17.7050,17.7050,2026-07-31
VSXY,Broad-watch baseline,exit,100.0000,85.9400,85.9400,2026-07-23
AMRX,Broad-watch baseline,exit,100.0000,18.2200,18.5900,2026-07-30
DOC,Broad-watch baseline,exit,100.0000,22.5750,22.5750,2026-07-29
FTRE,Broad-watch baseline,exit,100.0000,19.2600,19.2600,2026-07-27
LQDA,Broad-watch baseline,exit,100.0000,85.1400,85.1400,2026-07-27
ORKA,Broad-watch baseline,mtm,100.0000,96.5100,96.5100,2026-07-31
PBI,Broad-watch baseline,exit,100.0000,17.7050,17.7050,2026-07-31
VSXY,Broad-watch baseline,exit,100.0000,87.3100,87.3100,2026-07-29
DOC,Broad-watch baseline,exit,100.0000,22.5750,22.5750,2026-07-29
FTRE,Broad-watch baseline,exit,100.0000,19.5900,19.8850,2026-07-29
ORKA,Broad-watch baseline,mtm,100.0000,96.5100,96.5100,2026-07-31
PBF,Broad-watch baseline,mtm,100.0000,72.2800,72.2800,2026-07-31
VSXY,Broad-watch baseline,exit,100.0000,87.3100,87.3100,2026-07-29
BRKR,Broad-watch baseline,mtm,100.0000,62.8400,62.8400,2026-07-31
DOC,Broad-watch baseline,exit,100.0000,22.5750,22.5750,2026-07-29
MUFG,Broad-watch baseline,exit,100.0000,22.3100,22.8651,2026-07-28
ORKA,Broad-watch baseline,mtm,100.0000,96.5100,96.5100,2026-07-31
PBF,Broad-watch baseline,mtm,100.0000,72.2800,72.2800,2026-07-31
RLJ,Broad-watch baseline,exit,100.0000,12.2600,12.2600,2026-07-28
VSXY,Broad-watch baseline,exit,100.0000,87.3100,87.3100,2026-07-29
AMRX,Broad-watch baseline,exit,100.0000,18.2200,18.5900,2026-07-30
BRKR,Broad-watch baseline,mtm,100.0000,62.8400,62.8400,2026-07-31
CUZ,Broad-watch baseline,exit,100.0000,31.7800,31.7800,2026-07-30
DOC,Broad-watch baseline,exit,100.0000,22.5750,22.5750,2026-07-29
FTRE,Broad-watch baseline,exit,100.0000,19.5900,19.8850,2026-07-29
ORKA,Broad-watch baseline,mtm,100.0000,96.5100,96.5100,2026-07-31
PBF,Broad-watch baseline,mtm,100.0000,72.2800,72.2800,2026-07-31
PK,Broad-watch baseline,mtm,100.0000,15.0600,15.0600,2026-07-31
VSXY,Broad-watch baseline,exit,100.0000,87.3100,87.3100,2026-07-29
FTRE,Broad-watch baseline,exit,100.0000,19.5000,19.5000,2026-07-30
ORKA,Broad-watch baseline,mtm,100.0000,96.5100,96.5100,2026-07-31
PBF,Broad-watch baseline,mtm,100.0000,72.2800,72.2800,2026-07-31
PK,Broad-watch baseline,exit,100.0000,15.0800,15.0800,2026-07-30
VSXY,Broad-watch baseline,mtm,100.0000,88.6800,88.6800,2026-07-31
ADPT,Broad-watch baseline,mtm,100.0000,22.5700,22.5700,2026-07-31
BRKR,Broad-watch baseline,exit,100.0000,61.2900,61.2900,2026-07-31
VSXY,Broad-watch baseline,exit,100.0000,87.0800,87.6200,2026-07-31
