exemplar_id,ticker,timing_mode,session,h1_outcome,bucket,fired_faithful_expected,fired_isolated_expected,fired_classes_faithful,fired_classes_isolated
twosmw-fig11-6-dks,DKS,window_sweep,2003-02-06,skip_insufficient_history,,False,False,,flat_base;vcp
twosmw-fig11-6-dks,DKS,window_sweep,2003-02-07,skip_insufficient_history,,False,False,,high_tight_flag
twosmw-fig11-6-dks,DKS,window_sweep,2003-02-10,skip_insufficient_history,,False,False,,high_tight_flag
twosmw-fig11-6-dks,DKS,window_sweep,2003-02-11,skip_insufficient_history,,False,True,,double_bottom_w
twosmw-fig11-6-dks,DKS,window_sweep,2003-02-12,skip_insufficient_history,,False,True,,double_bottom_w
twosmw-fig11-6-dks,DKS,window_sweep,2003-02-13,skip_insufficient_history,,False,True,,double_bottom_w
twosmw-fig11-6-dks,DKS,window_sweep,2003-02-14,skip_insufficient_history,,False,True,,double_bottom_w
twosmw-fig11-6-dks,DKS,window_sweep,2003-02-18,skip_insufficient_history,,False,True,,double_bottom_w
twosmw-fig11-6-dks,DKS,window_sweep,2003-02-19,skip_insufficient_history,,False,True,,double_bottom_w
twosmw-fig11-6-dks,DKS,window_sweep,2003-02-20,skip_insufficient_history,,False,True,,double_bottom_w
twosmw-fig11-6-dks,DKS,window_sweep,2003-02-21,skip_insufficient_history,,False,True,,double_bottom_w
twosmw-fig11-6-dks,DKS,window_sweep,2003-02-24,skip_insufficient_history,,False,True,,double_bottom_w;vcp
twosmw-fig11-6-dks,DKS,window_sweep,2003-02-25,skip_insufficient_history,,False,True,,double_bottom_w;vcp
twosmw-fig11-6-dks,DKS,window_sweep,2003-02-26,skip_insufficient_history,,False,True,,double_bottom_w;vcp
twosmw-fig11-6-dks,DKS,window_sweep,2003-02-27,skip_insufficient_history,,False,True,,double_bottom_w;vcp
twosmw-fig11-6-dks,DKS,window_sweep,2003-02-28,skip_insufficient_history,,False,False,,high_tight_flag
twosmw-fig11-6-dks,DKS,window_sweep,2003-03-03,skip_insufficient_history,,False,True,,double_bottom_w;high_tight_flag
twosmw-fig11-6-dks,DKS,window_sweep,2003-03-04,skip_insufficient_history,,False,True,,double_bottom_w;high_tight_flag
twosmw-fig11-6-dks,DKS,window_sweep,2003-03-05,skip_insufficient_history,,False,True,,double_bottom_w;high_tight_flag
twosmw-fig11-6-dks,DKS,window_sweep,2003-03-06,skip_insufficient_history,,False,False,,high_tight_flag
twosmw-fig11-6-dks,DKS,window_sweep,2003-03-07,skip_insufficient_history,,False,False,,high_tight_flag
twosmw-fig11-6-dks,DKS,window_sweep,2003-03-10,skip_insufficient_history,,False,False,,high_tight_flag
twosmw-fig11-6-dks,DKS,window_sweep,2003-03-11,skip_insufficient_history,,False,False,,high_tight_flag
twosmw-fig11-6-dks,DKS,window_sweep,2003-03-12,skip_insufficient_history,,False,False,,high_tight_flag
twosmw-fig11-6-dks,DKS,window_sweep,2003-03-13,skip_insufficient_history,,False,False,,high_tight_flag
twosmw-fig11-6-dks,DKS,window_sweep,2003-03-14,skip_insufficient_history,,False,True,,double_bottom_w;high_tight_flag
twosmw-fig11-6-dks,DKS,window_sweep,2003-03-17,skip_insufficient_history,,False,True,,double_bottom_w;high_tight_flag
twosmw-fig11-6-dks,DKS,window_sweep,2003-03-18,skip_insufficient_history,,False,False,,high_tight_flag
twosmw-fig11-6-dks,DKS,window_sweep,2003-03-19,skip_insufficient_history,,False,True,,double_bottom_w;high_tight_flag
twosmw-fig11-6-dks,DKS,window_sweep,2003-03-20,skip_insufficient_history,,False,True,,double_bottom_w;high_tight_flag
twosmw-fig11-6-dks,DKS,window_sweep,2003-03-21,skip_insufficient_history,,False,True,,double_bottom_w;high_tight_flag
twosmw-fig11-6-dks,DKS,window_sweep,2003-03-24,skip_insufficient_history,,False,True,,double_bottom_w;high_tight_flag
twosmw-fig11-6-dks,DKS,window_sweep,2003-03-25,skip_insufficient_history,,False,True,,double_bottom_w;high_tight_flag
