pattern_id,ticker,ruleset_name,anchor_asof_date,trough_1_date,center_peak_price,trough_2_price,initial_stop,composite_score,triggered,entry_date,entry_price,exit_date,exit_price,exit_reason,r_multiple,trade_pnl_dollars,peak_unrealized_R,drawdown_to_exit_R,days_held,status,forward_bars_available,max_forward_close,max_close_pct_of_peak,days_t2_to_asof
DNTH-2026-01-06,DNTH,B_fixed_R_multiple,2026-04-27,2026-01-06,53.3900,46.5800,46.1142,0.7685,true,2026-04-29,83.1500,2026-04-30,87.8000,open_at_data_tail,0.1256,4.71,0.1307,0.0051,1,open,3,87.8000,164.5,81
DNTH-2026-01-06,DNTH,C_close_below_50d,2026-04-27,2026-01-06,53.3900,46.5800,46.1142,0.7685,true,2026-04-29,83.1500,2026-04-30,87.8000,open_at_data_tail,0.1256,4.71,0.1307,0.0051,1,open,3,87.8000,164.5,81
DNTH-2026-02-13,DNTH,A_minervini_trail_ma,2026-04-27,2026-02-13,86.9200,77.7600,76.9824,0.7650,false,,,,,untriggered,,,,,,untriggered,3,87.8000,101.0,38
DNTH-2026-02-13,DNTH,B_fixed_R_multiple,2026-04-27,2026-02-13,86.9200,77.7600,76.9824,0.7650,false,,,,,untriggered,,,,,,untriggered,3,87.8000,101.0,38
DNTH-2026-02-13,DNTH,C_close_below_50d,2026-04-27,2026-02-13,86.9200,77.7600,76.9824,0.7650,false,,,,,untriggered,,,,,,untriggered,3,87.8000,101.0,38
FRO-2021-05-27,FRO,A_minervini_trail_ma,2026-04-28,2021-05-27,8.8700,8.1800,8.0982,0.7667,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0328,1.23,0.1212,0.0884,10,open,12,39.5100,445.4,1775
FRO-2021-05-27,FRO,B_fixed_R_multiple,2026-04-28,2021-05-27,8.8700,8.1800,8.0982,0.7667,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0328,1.23,0.1212,0.0884,10,open,12,39.5100,445.4,1775
FRO-2021-05-27,FRO,C_close_below_50d,2026-04-28,2021-05-27,8.8700,8.1800,8.0982,0.7667,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0328,1.23,0.1212,0.0884,10,open,12,39.5100,445.4,1775
FRO-2021-08-20,FRO,A_minervini_trail_ma,2026-04-28,2021-08-20,7.6100,7.2200,7.1478,0.7667,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0317,1.19,0.1172,0.0855,10,open,12,39.5100,519.2,1701
FRO-2021-08-20,FRO,B_fixed_R_multiple,2026-04-28,2021-08-20,7.6100,7.2200,7.1478,0.7667,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0317,1.19,0.1172,0.0855,10,open,12,39.5100,519.2,1701
FRO-2021-08-20,FRO,C_close_below_50d,2026-04-28,2021-08-20,7.6100,7.2200,7.1478,0.7667,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0317,1.19,0.1172,0.0855,10,open,12,39.5100,519.2,1701
FRO-2021-12-14,FRO,A_minervini_trail_ma,2026-04-28,2021-12-14,7.8200,6.4300,6.3657,0.7667,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0309,1.16,0.1142,0.0833,10,open,12,39.5100,505.2,1555
FRO-2021-12-14,FRO,B_fixed_R_multiple,2026-04-28,2021-12-14,7.8200,6.4300,6.3657,0.7667,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0309,1.16,0.1142,0.0833,10,open,12,39.5100,505.2,1555
FRO-2021-12-14,FRO,C_close_below_50d,2026-04-28,2021-12-14,7.8200,6.4300,6.3657,0.7667,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0309,1.16,0.1142,0.0833,10,open,12,39.5100,505.2,1555
FRO-2022-06-17,FRO,A_minervini_trail_ma,2026-04-28,2022-06-17,9.4600,8.0900,8.0091,0.9333,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0327,1.23,0.1208,0.0881,10,open,12,39.5100,417.7,1387
FRO-2022-06-17,FRO,B_fixed_R_multiple,2026-04-28,2022-06-17,9.4600,8.0900,8.0091,0.9333,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0327,1.23,0.1208,0.0881,10,open,12,39.5100,417.7,1387
FRO-2022-06-17,FRO,C_close_below_50d,2026-04-28,2022-06-17,9.4600,8.0900,8.0091,0.9333,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0327,1.23,0.1208,0.0881,10,open,12,39.5100,417.7,1387
FRO-2022-11-10,FRO,A_minervini_trail_ma,2026-04-28,2022-11-10,14.4300,12.9400,12.8106,0.7667,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0394,1.48,0.1457,0.1063,10,open,12,39.5100,273.8,1246
FRO-2022-11-10,FRO,B_fixed_R_multiple,2026-04-28,2022-11-10,14.4300,12.9400,12.8106,0.7667,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0394,1.48,0.1457,0.1063,10,open,12,39.5100,273.8,1246
FRO-2022-11-10,FRO,C_close_below_50d,2026-04-28,2022-11-10,14.4300,12.9400,12.8106,0.7667,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0394,1.48,0.1457,0.1063,10,open,12,39.5100,273.8,1246
FRO-2022-12-07,FRO,A_minervini_trail_ma,2026-04-28,2022-12-07,14.2300,10.6800,10.5732,0.7667,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0360,1.35,0.1329,0.0970,10,open,12,39.5100,277.7,1210
FRO-2022-12-07,FRO,B_fixed_R_multiple,2026-04-28,2022-12-07,14.2300,10.6800,10.5732,0.7667,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0360,1.35,0.1329,0.0970,10,open,12,39.5100,277.7,1210
FRO-2022-12-07,FRO,C_close_below_50d,2026-04-28,2022-12-07,14.2300,10.6800,10.5732,0.7667,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0360,1.35,0.1329,0.0970,10,open,12,39.5100,277.7,1210
FRO-2023-03-16,FRO,A_minervini_trail_ma,2026-04-28,2023-03-16,17.4800,14.9100,14.7609,0.7667,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0430,1.61,0.1590,0.1159,10,open,12,39.5100,226.0,1121
FRO-2023-03-16,FRO,B_fixed_R_multiple,2026-04-28,2023-03-16,17.4800,14.9100,14.7609,0.7667,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0430,1.61,0.1590,0.1159,10,open,12,39.5100,226.0,1121
FRO-2023-03-16,FRO,C_close_below_50d,2026-04-28,2023-03-16,17.4800,14.9100,14.7609,0.7667,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0430,1.61,0.1590,0.1159,10,open,12,39.5100,226.0,1121
FRO-2023-06-05,FRO,A_minervini_trail_ma,2026-04-27,2023-06-05,15.7400,13.3600,13.2264,0.9333,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0401,1.50,0.1483,0.1082,10,open,12,39.5100,251.0,1036
FRO-2023-06-05,FRO,B_fixed_R_multiple,2026-04-27,2023-06-05,15.7400,13.3600,13.2264,0.9333,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0401,1.50,0.1483,0.1082,10,open,12,39.5100,251.0,1036
FRO-2023-06-05,FRO,C_close_below_50d,2026-04-27,2023-06-05,15.7400,13.3600,13.2264,0.9333,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0401,1.50,0.1483,0.1082,10,open,12,39.5100,251.0,1036
FRO-2024-06-17,FRO,A_minervini_trail_ma,2026-04-28,2024-06-17,26.2700,23.3400,23.1066,0.7667,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0705,2.65,0.2607,0.1901,10,open,12,39.5100,150.4,657
FRO-2024-06-17,FRO,B_fixed_R_multiple,2026-04-28,2024-06-17,26.2700,23.3400,23.1066,0.7667,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0705,2.65,0.2607,0.1901,10,open,12,39.5100,150.4,657
FRO-2024-06-17,FRO,C_close_below_50d,2026-04-28,2024-06-17,26.2700,23.3400,23.1066,0.7667,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0705,2.65,0.2607,0.1901,10,open,12,39.5100,150.4,657
FRO-2024-07-10,FRO,A_minervini_trail_ma,2026-04-28,2024-07-10,25.5500,22.1700,21.9483,0.7667,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0648,2.43,0.2394,0.1746,10,open,12,39.5100,154.6,631
FRO-2024-07-10,FRO,B_fixed_R_multiple,2026-04-28,2024-07-10,25.5500,22.1700,21.9483,0.7667,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0648,2.43,0.2394,0.1746,10,open,12,39.5100,154.6,631
FRO-2024-07-10,FRO,C_close_below_50d,2026-04-28,2024-07-10,25.5500,22.1700,21.9483,0.7667,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0648,2.43,0.2394,0.1746,10,open,12,39.5100,154.6,631
FRO-2024-08-05,FRO,A_minervini_trail_ma,2026-04-28,2024-08-05,25.1600,21.8000,21.5820,0.7667,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0632,2.37,0.2334,0.1702,10,open,12,39.5100,157.0,595
FRO-2024-08-05,FRO,B_fixed_R_multiple,2026-04-28,2024-08-05,25.1600,21.8000,21.5820,0.7667,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0632,2.37,0.2334,0.1702,10,open,12,39.5100,157.0,595
FRO-2024-08-05,FRO,C_close_below_50d,2026-04-28,2024-08-05,25.1600,21.8000,21.5820,0.7667,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0632,2.37,0.2334,0.1702,10,open,12,39.5100,157.0,595
FRO-2024-09-10,FRO,A_minervini_trail_ma,2026-04-28,2024-09-10,23.9400,21.4500,21.2355,0.7667,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0617,2.31,0.2280,0.1663,10,open,12,39.5100,165.0,580
FRO-2024-09-10,FRO,B_fixed_R_multiple,2026-04-28,2024-09-10,23.9400,21.4500,21.2355,0.7667,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0617,2.31,0.2280,0.1663,10,open,12,39.5100,165.0,580
FRO-2024-09-10,FRO,C_close_below_50d,2026-04-28,2024-09-10,23.9400,21.4500,21.2355,0.7667,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0617,2.31,0.2280,0.1663,10,open,12,39.5100,165.0,580
FRO-2025-01-27,FRO,A_minervini_trail_ma,2026-04-28,2025-01-27,18.8700,15.3100,15.1569,0.9333,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0438,1.64,0.1620,0.1181,10,open,12,39.5100,209.4,425
FRO-2025-01-27,FRO,B_fixed_R_multiple,2026-04-28,2025-01-27,18.8700,15.3100,15.1569,0.9333,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0438,1.64,0.1620,0.1181,10,open,12,39.5100,209.4,425
FRO-2025-01-27,FRO,C_close_below_50d,2026-04-28,2025-01-27,18.8700,15.3100,15.1569,0.9333,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0438,1.64,0.1620,0.1181,10,open,12,39.5100,209.4,425
FRO-2025-02-27,FRO,A_minervini_trail_ma,2026-04-28,2025-02-27,16.6000,15.1400,14.9886,0.7667,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0435,1.63,0.1607,0.1172,10,open,12,39.5100,238.0,414
FRO-2025-02-27,FRO,B_fixed_R_multiple,2026-04-28,2025-02-27,16.6000,15.1400,14.9886,0.7667,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0435,1.63,0.1607,0.1172,10,open,12,39.5100,238.0,414
FRO-2025-02-27,FRO,C_close_below_50d,2026-04-28,2025-02-27,16.6000,15.1400,14.9886,0.7667,true,2026-04-30,36.1500,2026-05-14,37.0700,open_at_data_tail,0.0435,1.63,0.1607,0.1172,10,open,12,39.5100,238.0,414
KOD-2023-03-24,KOD,A_minervini_trail_ma,2026-05-01,2023-03-24,6.2000,4.6600,4.6134,0.7667,true,2026-05-05,42.9500,2026-05-11,39.8500,open_at_data_tail,-0.0809,-3.03,0.0848,0.1656,4,open,6,45.8900,740.2,1117
KOD-2023-03-24,KOD,B_fixed_R_multiple,2026-05-01,2023-03-24,6.2000,4.6600,4.6134,0.7667,true,2026-05-05,42.9500,2026-05-11,39.8500,open_at_data_tail,-0.0809,-3.03,0.0848,0.1656,4,open,6,45.8900,740.2,1117
KOD-2023-03-24,KOD,C_close_below_50d,2026-05-01,2023-03-24,6.2000,4.6600,4.6134,0.7667,true,2026-05-05,42.9500,2026-05-11,39.8500,open_at_data_tail,-0.0809,-3.03,0.0848,0.1656,4,open,6,45.8900,740.2,1117
